machine	verdict	diagnoses
1RB0LC_1LC0RE_1RF1LD_1LA0LB_1RD1RA_1LB---	open	no-period,too-many-params
1RB0RF_0LC1RE_---1LD_1LE0LB_0RF0LD_1RD1RA	open	no-period,rule,too-many-params
1RB1RC_1LC0LE_0RA1RD_1RF1LB_1LD0LA_---0RC	open	no-period,rule
1RB1RF_1RC0LD_1LB1RA_1RE1LE_0RC0LB_0RB---	open	no-period,rule
1RB1LC_1LA0RD_0LB1LF_1RE1LC_1LC0RB_0LA---	open	no-period,rule
1RB0RE_1RC0RF_1LD1RA_1LB1LD_1RA1LB_---0LD	open	no-period,rule
1RB1LC_1RC0RF_1RD0LB_1RE0LD_1LF---_0RA1LA	open	no-period
1RB---_1LC0LD_0RF0LD_0LE0RA_0LC1RA_1RC1RD	open	no-period
1RB0LE_1RC0RF_0RD0RB_1RE0RC_1LA0LA_1RA---	open	rule,too-many-params
1RB1LC_1LA0RD_1LB1LF_1LE1RE_0LA0RB_0LB---	open	no-period,rule
1RB---_1RC1RE_1LD0LE_1RF0LC_0RD0RA_0RB1RD	open	no-period
1RB0RE_0LC---_1RE1LD_0LE1LB_1LC0RF_1RA1LD	open	no-period,rule
1RB0RC_1LC1RA_0RF0LD_1LE0RB_1LB0LD_---1RD	open	no-period
1RB---_0RC0RB_1LD1LE_1LC1RF_1RB0LE_1RA0RD	open	no-period,rule
1RB1LB_1LC1LA_1RD0LB_1RA1RE_1RF0RD_---1RD	open	no-period
1RB1LE_1RC0RF_0LD---_1RF1LE_0LF1LC_1LD0RA	open	no-period,rule
1RB0LA_1RC0RE_0LD0RF_1LA1LD_0RA1RE_---0LC	open	too-many-params
1RB0RE_1RC---_0RD0RC_1LE1LF_1LD1RA_1RC0LF	open	no-period,rule
1RB1RE_1LC0LB_1LD1LC_0RA1RF_1RD1RE_---1LB	open	no-period,rule
1RB0RA_0RC0LB_1LD1RF_1LE1RA_1RD1RB_1LA---	open	too-many-params
1RB0LC_1RC1RE_1LA0LD_0RB0RA_1RB1RF_1RD---	open	no-period
1RB0LD_0RC1RD_1LA1RA_1LE0LE_1RF0LA_0RA---	open	no-period
1RB0RA_1LC0LE_1RA1LD_0LB1LF_1LD0RC_1LB---	open	rule
1RB0LE_1RC---_1RD1RE_1LA0RF_0RC0LA_0LC0RB	open	no-period,too-many-params
1RB1RE_1LC0LE_1RD0LB_0RA1RC_0RC0RF_1RA---	open	no-period
1RB1LB_0RC0LD_1LD1RE_1RC0LA_1RD1RF_0RD---	open	no-period,rule
1RB0RF_1LC---_1RD0LC_0RE0RD_1LF1LC_1LE1RA	open	no-period,rule
1RB1LB_1RC1LD_1LA1RE_1RD0LA_0RB0RF_0RA---	open	no-period,too-many-params
1RB1LC_1LC0RF_0LF1LD_0LE---_1RF1LC_1LE0RA	open	no-period,rule
1RB1LA_1LC0RE_1LF1LD_1RE0LC_1LB1RA_---0LA	open	no-period
1RB0RC_1LC1RF_1RE0LD_1LC1LA_---1RD_0RB0RA	open	no-period,too-many-params
1RB0RF_1LC---_1LF1LD_1RE0LD_0RC0RE_1LC1RA	open	no-period,rule
1RB1RD_1LC0RD_1RF1RB_1LE0RA_0LB0LE_---0RC	open	no-period
1RB0RE_1LC0RA_0LD1LB_1LA1LE_0LB0LF_1LD---	open	no-period
1RB1RC_1LC0LF_1RF0LD_0RE1LB_1RC---_1LD0RA	open	no-period,too-many-params
1RB1RA_0LC0RA_1RC1LD_0LB1LE_1LF0RC_---0LD	open	no-period,rule,too-many-params
1RB0RE_1LC1RD_1LA0LC_0RA1RF_1RD0LB_1RA---	open	rule
1RB0LA_0RC0RB_1LD1LA_1LC1RE_1RF0RD_1LA---	open	no-period,rule
1RB0RE_1RC1LF_0LD0RE_---1LE_1RA0LB_1LB0LC	open	no-period
1RB1RE_1LC1LB_1LE0LD_1LE1LC_0RF1RA_---1RA	open	no-period,rule,too-many-params
1RB1LF_1LC0RD_---1LA_0LA0RE_1LA1RA_1LB0LD	open	no-period
1RB1LD_0LC1RC_1RA1RD_1LE0RB_---1LF_0LC0LA	open	no-period,too-many-params
1RB1LD_0RC1RC_1RD0RE_0LA0LF_0RF---_1RA1LA	open	no-period,too-many-params
1RB0RE_0LC0RF_1LD1LC_1RA0LD_0RD1RE_---0LB	open	silent
1RB1RA_1LC1LE_0LD0LB_0RA0RF_0LC0RA_1RD---	open	no-period,rule,too-many-params
1RB---_0RC0RA_1RD1RC_1LE1LF_0LB0LD_0LE0RC	open	no-period,rule
1RB0LA_1LC0RD_0LD1LA_1LF0RE_1LB1RE_1RD---	open	no-period,too-many-params
1RB1RC_1LC0RC_0RA0LD_0LE---_0LF1LD_1LC1LE	open	rule,too-many-params
1RB0LB_0LC0RD_1LA1LB_0RE---_0RF1RD_1RB1RE	open	rule,too-many-params
1RB1RE_0RC0RA_0LD0LF_1LA1LD_0RB0LD_1LC---	open	no-period,rule
1RB0RF_1LC0RC_0LD1LC_1RE1LB_1RF---_1LE1RA	open	no-period,too-many-params
1RB0LE_0RC0RA_1LC1RD_0LB0LE_1LA0LF_1LE---	open	rule
1RB0LF_1RC0RA_1LD0RB_0LE0LC_0LA0LC_0LB---	open	rule
1RB---_1RC0RA_1LD0RB_0LE0LC_1RE1LF_0RD0RB	open	too-many-params
1RB1LC_1LA---_1LD0LA_1RE0LE_0RF1RE_1LB1RD	open	no-period,too-many-params
1RB---_0LC1RF_0LD1LC_1RE1LB_0RE1LA_0RB0RA	open	halt-reached,no-period,too-many-params
1RB1LC_1RC---_0LD1RF_0LE1LE_0LA1LE_0RC0RB	open	halt-reached,no-period,too-many-params
1RB1LD_1RC---_0LD1RE_0LF1RE_0RC0RB_0LA1LF	open	halt-reached,no-period,too-many-params
1RB---_0LC1RF_0LD1LC_1RE1LB_1RD0LD_0RB0RA	open	halt-reached,no-period,too-many-params
1RB---_0LC1RF_1RA1LD_0LE1RF_0LC1LE_0RD0RA	open	halt-reached,no-period,too-many-params
1RB---_0RC1RF_0LD1RF_0LE1LD_1RA1LC_0RC0RA	open	halt-reached,no-period,too-many-params
1RB1LC_1RC---_0LD1RE_0LA1LD_0RC1RF_0LF0RB	open	halt-reached,no-period,too-many-params
1RB1LC_1RC0RF_0LD1RE_0LA1LD_0RC0RB_0RE---	open	halt-reached,no-period,too-many-params
1RB0RF_1LC1RA_0LE0LD_0LB0RD_1RD0RA_0RE---	open	no-period,too-many-params
1RB0RF_1LC1RA_0LE0LD_0LB0RD_1RA0RA_0RE---	open	no-period,too-many-params
1RB1RA_0LC1RE_1RD1LB_0RA---_0RB0RF_1LF0RC	open	no-period
1RB1RA_0LC1RE_1RD1LB_0RA---_0RE0RF_1LF0RC	open	no-period
1RB0RF_1LC1RA_0LE0LD_0LB1LC_1RD0RA_0RE---	open	no-period
1RB0LA_0RC1RF_1LC0RD_1RC0LE_1LA1RA_1RD---	open	no-period
1RB0LC_0RC1RF_1RD0RE_1LE0RA_0LA0LE_1RE---	open	too-many-params
1RB0LC_1LA0RD_1RA0LA_1RE1RD_1RA1RF_1LC---	open	too-many-params
1RB0LC_1LC0RE_1LD1LB_1LA1LD_1RF0RA_---1RE	open	silent
1RB0LB_1RC0LA_1RD---_0RE1LD_1LF0RF_1LA1RB	open	no-period,too-many-params
1RB0LD_1RC0RF_1LA1RF_0LA0RE_1LD---_0RA0RD	open	halt-reached,no-period
1RB0LC_0RC0RF_1RD0RE_1LE0RA_0LA0LE_0RC---	open	too-many-params
1RB1LD_1RC1RE_1LA0RA_1RC0LB_0LA1RF_---1RB	open	no-period,too-many-params
1RB0LC_0RC0RB_1LD0RE_0LE0LF_1LA0LB_1RA---	open	too-many-params
1RB0RC_1LC0RD_0LD0LC_1RE0LA_0RA0RF_1RC---	open	too-many-params
1RB1RC_1LC1LE_1RD0RA_1LB0RA_0LD1LF_1LD---	open	no-period
1RB0RE_0RC1RE_1RD1LE_0LE---_1RA1LF_1RF0LC	open	silent
1RB0LD_1RC0RF_0LD0LE_1RF1LC_0LB1LE_0RA---	open	silent
1RB0RC_1LC0RD_0LD0LC_1RE0LA_0RA0RF_0RD---	open	too-many-params
1RB1LD_1RC1RE_1LA0RA_1RC0LB_0LA1RF_---1RD	open	no-period
1RB0RC_1LC0RD_0LD0LC_1RE0LA_0RA0RF_0LC---	open	too-many-params
1RB1RB_0LC0RE_1LD1LB_1RE1LF_1RC0RA_1LC---	open	no-period,too-many-params
1RB---_0LC0LB_1RF0LD_1RE0RB_1LB0RC_0RD1RA	open	too-many-params
1RB0RB_1RC1LC_0LD1RA_1LF1LE_0LA1LC_1LB---	open	no-period
1RB0LB_1LC1RE_1LA1LD_0RB1LF_1LA0RC_---1LC	open	no-period
1RB0LC_0RC0RB_1LD0RE_0LE0LF_1LA0LB_0LC---	open	too-many-params
1RB0LC_0RC0RF_1RD0RE_1LE0RA_0LA0LE_1LD---	open	too-many-params
1RB0LC_0RC0RB_1LD0RE_0LE0LF_1LA0LB_0RB---	open	too-many-params
1RB1LD_1LC0RE_1LA0LD_0LB0LE_0RB0LF_1RE---	open	halt-reached,no-period,too-many-params
1RB1RE_1RC1LE_1LD0RA_1LF0LA_1LB0LC_---1RA	open	no-period
1RB0LD_1RC1RE_1LD0LA_1RB1LA_0RF---_1RA1LB	open	no-period,too-many-params
1RB0LE_0RC---_1RD0LA_1RE0RA_0LF1LD_1LC1RF	open	no-period
1RB1LB_1RC0LA_1RD0RE_1LA0LB_1RF---_1RB1LD	open	no-period,too-many-params
1RB0LD_1RC1RE_1LA0LD_1LB1LC_0RA1RF_1RA---	open	no-period
1RB1RE_0LC0RE_1LD1LB_1RE0LF_1RC0RA_1LC---	open	too-many-params
1RB1RF_1LC0RE_1RD0LC_0LB0RA_1LD1RD_1RB---	open	halt-reached,no-period
1RB1RE_1LC1RB_1RA0LD_1RC0LB_0RF---_0LD1RA	open	no-period,too-many-params
1RB1RE_1LC0RC_1RA1LD_1RB0LA_0LC1RF_---1RD	open	no-period
1RB0RC_1LC0RD_0LD0LC_1RE0LA_0RA0RF_0RA---	open	too-many-params
1RB0RE_1LC1LF_1RA1LD_1LB---_1RF1RF_0LB0RA	open	no-period,too-many-params
1RB---_0RC0LA_1LD0RB_1LE0LF_1RC1LF_0LC0LB	open	halt-reached,no-period
1RB1LD_0RC---_1RD1LE_1RE0LA_1RF1RB_1LA0LD	open	no-period,too-many-params
1RB0LD_0LB1RC_0RD---_1RE0RF_1LF0RA_0LA0LF	open	too-many-params
1RB0LC_0RC0RB_1LD0RE_0LE0LF_1LA0LB_1LA---	open	too-many-params
1RB0RF_1LC1RF_1RA0LD_0LC0RE_1LD---_0RC0RD	open	halt-reached,no-period
1RB0RC_1LC0RD_0LD0LC_1RE0LA_0RA0RF_0LA---	open	too-many-params
1RB0RE_1LC0RE_1LA1LD_0LB1LF_1RC1RA_1LB---	open	no-period
1RB0LC_0RC0RB_1LD0RE_0LE0LF_1LA0LB_0RE---	open	too-many-params
1RB0RD_0LC0RA_1LA1LC_1RE0LF_0RA1RF_1LB---	open	no-period,too-many-params
1RB1RD_0LC0LB_0RE0LD_1LB0RB_1RF---_0RA0RC	open	halt-reached,too-many-params
1RB0LC_0RC0RB_1LD0RE_0LE0LF_1LA0LB_1LC---	open	too-many-params
1RB0LF_0RC0LC_1LA1LD_1RE1LC_---1RA_0LC0RD	open	no-period,too-many-params
1RB0LB_1RC1LD_1LD0RD_1LE0RC_1LF---_0LA1RF	open	no-period,too-many-params
1RB0RC_1LC0RD_0LD0LC_1RE0LA_0RA0RF_1LB---	open	too-many-params
1RB0LC_0RC0RB_1LD0RE_0LE1LF_1LA0LB_1LD---	open	too-many-params
1RB1LF_1LC0RD_0LD0LC_1RE0LA_0RA0RC_0RE---	open	too-many-params
1RB0LC_0RC0RF_1RD0RE_1LE0RA_0LA0LE_1RE---	open	too-many-params
1RB0LC_0RC0RB_1LD0RE_0LE0LB_1LA1RF_0LD---	open	too-many-params
1RB0LC_0RC0RB_1LD0RE_0LE1LF_1LA0LB_0RE---	open	too-many-params
1RB0LC_0RC1RF_1RD0RE_1LE0RA_0LA0LE_1RB---	open	too-many-params
1RB---_1RC1RF_1LD1RA_1LB0LE_1LF1LF_0RB0LD	open	no-period,too-many-params
1RB0RC_1LC1RF_1RA1LD_1RD0LE_1LD1LC_0RE---	open	no-period,too-many-params
1RB0LC_0RC0RB_1LD0RE_0LE0LF_1LA0LB_0LE---	open	too-many-params
1RB0LC_0RC0RF_1RD0RE_1LE0RA_0LA0LE_0RA---	open	too-many-params
1RB0LC_0RC1RF_1RD0RE_1LE0RA_0LA0LE_0RB---	open	too-many-params
1RB0LC_0RC0RF_1RD0RE_1LE0RA_0LA0LE_0LE---	open	too-many-params
1RB0RC_1LC0RD_0LD0LC_1RE0LA_0RA1RF_1RE---	open	too-many-params
1RB0RE_1LC1LF_1RA0LD_1LB---_1RF1RA_0LB0RA	open	no-period,too-many-params
1RB0LD_1LC0RD_1RE0RA_1LE0RF_1LA1RC_0LB---	open	no-period
1RB0RC_1LC0RD_0LD0LC_1RE0LA_0RA1RF_0RC---	open	too-many-params
1RB0LC_0RC0RF_1RD0RE_1LE0RA_0LA0LE_1RA---	open	too-many-params
1RB1LF_0RC1RC_1LD0RD_0LE0LA_1RA0LB_---1LD	open	no-period,too-many-params
1RB1LE_1RC1LF_0RD1RD_1LE0RE_0LA0LB_---1LE	open	no-period,too-many-params
1RB0RC_1LC0RD_0LD0LC_1RE0LA_0RA0RF_0LB---	open	too-many-params
1RB1LC_0LC---_1RE1LD_1RD0LA_1RF0RC_0RA1RC	open	silent
1RB0LB_1RC0LA_1LB0RD_1RE1RD_1RB1RF_1LA---	open	no-period,too-many-params
1RB---_1RC1LE_1RD0LF_1RE0RA_1LF0LC_1RC1LC	open	no-period,too-many-params
1RB0RD_0LC0LF_1RD1LB_0RE---_1RA0LC_0LA1LF	open	silent
1RB1RF_1LC1RD_1RA1LD_1RE0LA_---0RC_0LC1RB	open	no-period
1RB0RC_1LC1RC_1LD0RB_1LA0LE_1LF---_1LC1RA	open	no-period,too-many-params
1RB0LC_0RC0RB_1LD0RE_0LE1LF_1LA0LB_1LB---	open	too-many-params
1RB0LC_0RC1RF_1RD0RE_1LE0RA_0LA0LE_0LA---	open	too-many-params
1RB0RF_1LC0RA_0LD0LB_1RD1LE_0RC0RA_1RA---	open	rule
1RB---_0RC0LD_1RD1RC_1LB0LE_1LF0RA_0LD1LA	open	no-period,too-many-params
1RB0LC_0RC0RE_1RD1LF_1LE0RA_0LA0LE_0RB---	open	too-many-params
1RB1RE_1LC1RF_1LA0LD_1LE1RD_0RA0LC_0LA---	open	too-many-params
1RB0RE_1LC1LF_1RA1LD_0LB---_1RF1LE_0LB0RA	open	no-period,too-many-params
1RB---_1LC0RC_0LD0LC_1RE1RA_0RD1LF_0LE0LF	open	no-period,too-many-params
1RB0LC_0RC0RB_1LD0RE_0LE1LF_1LA0LB_0LD---	open	too-many-params
1RB0RC_1LC0RD_0LD0LC_1RE0LA_0RA1RF_0RE---	open	too-many-params
1RB0LC_0RC1RF_1RD0RE_1LE0RA_0LA0LE_0RE---	open	too-many-params
1RB1RE_1LC0LD_1RA0LD_1LA1LB_0RC1RF_1RC---	open	no-period
1RB1RB_1LC1RF_1RA1LD_1RE0LC_---1RC_1LC0RD	open	no-period
1RB1LE_1LC1RE_1LE1LD_1LC0LA_1RF0LA_---0RA	open	no-period
1RB0RC_1LC0RD_0LD0LC_1RE0LA_0LE1RF_0RA---	open	too-many-params
1RB1LC_1RC0LE_1RD1RF_1LE0LB_1RF1LB_0RA---	open	no-period,too-many-params
1RB0LF_1LC0RC_1RA1LD_0RB0LE_1LC0LB_---1LA	open	no-period,too-many-params
1RB0LC_0RC0RB_1LD0RE_0LE0LF_1LA0LB_1LB---	open	too-many-params
1RB1LD_1RC1RF_1LA1RD_1RE0LB_---0RA_0LA1RC	open	no-period
1RB1LA_0LC0RE_1LD1LB_1RE1LF_1RC0RA_0RC---	open	too-many-params
1RB0LC_0RC0RB_1LD0RE_0LE1LF_1LA0LB_0LB---	open	too-many-params
1RB0LC_0RC1RF_1RD0RE_1LE0RA_0LA0LE_1LD---	open	too-many-params
1RB0RC_1LC0RD_0LD0LC_1RE0LA_0RA1RF_0LD---	open	too-many-params
1RB0LD_1LC1RE_1LA1RC_1RA0LC_0RF---_0LD1RB	open	no-period,too-many-params
1RB0LC_0RC0RB_1LD0RE_0LE0LF_1LA0LB_0RA---	open	too-many-params
1RB1RD_1RC1RB_1LD0RA_1RA0LE_1LF0LC_---1LE	open	silent
1RB0RC_1LC0RD_0LD0LC_1RE0LA_0RA0RF_1RD---	open	no-period,too-many-params
1RB0LC_0RC0RF_1RD0RE_1LE0RA_0LA0LE_0LD---	open	too-many-params
1RB1LE_0RC---_1RD0LA_1RE0RB_0LA0LF_0LD1LF	open	silent
1RB1RD_1LC0RF_0LA0RA_1LE1RA_---1LB_0RA0LD	open	no-period,too-many-params
1RB1RE_1LC0RF_1LA0LD_1LE1LC_0RA0LC_1RA---	open	too-many-params
1RB1LF_1RC0RA_0RD1RA_1RE1LA_0LA---_1RF0LD	open	no-period,too-many-params
1RB0RB_1LC0RA_1LE0LD_1LC1LF_1RA0LD_1LC---	open	no-period
1RB0RE_1LC0RE_1LD0LD_1RA0LC_1RA1RF_1RA---	open	no-period
1RB0LD_1RC0RA_1RD1RF_1LA0LE_1RE1LD_0RB---	open	silent
1RB1LB_0LC1RD_0RA1LC_0RB1RE_0RD0LF_---1LE	open	silent
1RB1RF_1LC0LE_1RD0LB_1RA0RC_1RE1LB_0RD---	open	silent
1RB0RF_1RC0RB_1LD0RA_1LE0LD_1RB0LC_1LA---	open	no-period,too-many-params
1RB0LD_1RC0RE_1LD0RE_1LA0LA_1RB1RF_1RB---	open	no-period
1RB0LC_1RC0RC_1LD0RB_1LA0LE_1LD1LF_1LD---	open	no-period
1RB0LE_1RC0RC_1LD0RB_1LA0LE_1LD1LF_1LD---	open	no-period
1RB0RA_1LC0RE_1LD0LC_1RA0LB_1RA0RF_1LE---	open	no-period,too-many-params
1RB0RD_1LC0RA_---1RD_1RA1LE_1RC0LF_1LE0LB	open	silent
1RB0RE_1LC0RD_1LD0LD_1RA0LC_1RA1RF_1RA---	open	no-period
1RB0RD_1RC1RF_1LD0LE_1RA0LC_1RE1LC_0RA---	open	silent
1RB0RE_1LC0RA_1LD0LB_1LA1LF_1LE1RA_0LC---	open	silent
1RB---_1LC0LA_1LD0LC_1RE0LB_1RF0RE_1LC0RD	open	no-period,too-many-params
1RB1LE_0LC0RF_1LD1RD_1RC1RA_0LB0LA_0RC---	open	no-period,too-many-params
1RB1RA_1LC1RE_---1LD_1LE0LF_0RA0LB_0RF0LA	open	no-period,too-many-params
1RB1RF_0LC0RB_1LA0LD_1LE---_1RF1LF_1LC0RA	open	halt-reached,no-period,too-many-params
1RB1RA_1LC1RE_1LA1LD_1LC0LF_---0RA_1LA0LA	open	no-period,too-many-params
1RB---_0RC0LF_1LD0RE_1RC0LB_1RD1RA_1LB0LC	open	no-period
1RB0LE_0RC1RB_1LD0RA_1LA---_1LA1LF_0LE1LC	open	no-period,too-many-params
1RB0LE_0RC---_1RD0LA_1RE0RA_1LC0LF_0RC1LC	open	no-period,too-many-params
1RB1LE_0RC0LC_1LD0RA_0LA0LF_0LC0LE_0LD---	open	no-period,too-many-params
1RB0RF_1LC0RD_1LA0LD_1LE0RA_0LB---_0LB1RB	open	no-period,too-many-params
1RB0LC_1LA0RD_0RB0LF_1RA1RE_1RC---_1LC0LB	open	no-period,too-many-params
1RB0LC_0RC0RF_1LD1RE_0LA0RA_0RA0RE_0RB---	open	no-period,too-many-params
1RB0LC_1LA0RD_1LB1LF_0LA0RE_1RD0RA_1LD---	open	no-period,too-many-params
1RB0LA_0LC0RD_0RE1LA_0RC1LB_1LE0LF_1RD---	open	silent
1RB0RF_0LC0RD_1LD1LC_1RE1LB_---1RA_0LF0RC	open	no-period,too-many-params
1RB1RC_1LA1RA_1RE1LD_0LE0LC_0LB0RF_0RB---	open	no-period,too-many-params
1RB0LC_1RC---_1LD0RE_0LA1LD_1RC1RF_0RE1RA	open	no-period,too-many-params
1RB1LB_1LC0RE_1LE0LD_1LA---_1RF1RB_0LC0RF	open	halt-reached,no-period,too-many-params
1RB---_0LC0LF_1RD0LB_1RE0RC_0RF1RA_1LB0RC	open	rule
1RB0LC_0RC0RA_1LD0RB_1LE0LC_0LA1LF_1LB---	open	rule
1RB0RE_0RC1RF_1LD0RE_0LE0LC_1RA0LD_1RD---	open	rule
1RB1LC_1LC0RD_0LF1LA_1LD0RE_0RB0LA_0LA---	open	no-period,too-many-params
1RB0RD_1LC1LA_1RA0LD_0LC0RE_0LB1RF_0RA---	open	silent
1RB0LE_0RC1RD_0RD---_1LA1RB_1RE0LF_0LA0RD	open	no-period,too-many-params
1RB---_0RC1RD_1LA0LA_1LE0RB_1LF1LE_1LC0LD	open	no-period,too-many-params
1RB0RE_0RC---_1LD1LE_1LE1LD_1RF0LC_1RA1RF	open	no-period,too-many-params
1RB1RA_1LC0RF_1LD1LC_1LE0LB_0LF---_1RA1RB	open	no-period,too-many-params
1RB0LE_1RC1RB_1RD0RA_0RE---_1LF1LA_1LA1LF	open	no-period,too-many-params
1RB0RE_1RC0RC_1LD---_0LB1LE_1RF0LD_1RA1RF	open	no-period,too-many-params
1RB0RB_1LC---_0LA1LD_1RE0LC_1RF1RE_1RA0RD	open	no-period,too-many-params
1RB0LF_1RC1RB_1RD0RA_1RE0RE_1LF---_0LD1LA	open	no-period,too-many-params
1RB1RC_1RC1RB_1LD0RA_1LE1LD_1LF0LC_0LA---	open	no-period,too-many-params
1RB1RA_1RC0RF_1RD0RD_1LE---_0LC1LF_1RA0LE	open	no-period,too-many-params
1RB---_0RC1RD_1LD1LF_1LE0RB_1RF1LD_1LA0LC	open	no-period,too-many-params
1RB1LB_1LC0RD_0LE1LA_0RF1RA_1LE0LA_---0RB	open	no-period,too-many-params
1RB---_0RC0LA_1LD0RB_1LE1LD_1LF0LC_1LB1RE	open	no-period,too-many-params
1RB0LE_0RC---_1RD0LA_1RE0RF_1LC1RD_1RE1RA	open	no-period,too-many-params
1RB0LE_1RC0RE_1RD0RA_1RE1LC_0LA0RF_1LE---	open	no-period,too-many-params
1RB1RA_1RC0RE_1RD1LB_0LE0RF_1RA0LD_1LD---	open	no-period,too-many-params
1RB---_0RC0LA_1LD0RB_1LE0LB_1LF0LC_1LB1RE	open	no-period,too-many-params
1RB1RE_1LC0RA_---1LD_1LA0LF_0LB0LC_1RB0LB	open	no-period,too-many-params
1RB1LE_0LC0RF_1RD0LB_1RE1RD_1RA0RC_1LB---	open	no-period,too-many-params
1RB0RC_0LA0RA_0LD0RA_1LE---_0LF1LB_1LA1LD	open	no-period,too-many-params
1RB0RE_1RC1RE_1LD1LC_0RB0LC_1RF0RB_---1RA	open	too-many-params
1RB0RD_1RC0RE_1RD1LB_0LE0RF_1RA0LD_1LD---	open	no-period,too-many-params
1RB1RD_1LC0LC_0RD0LB_1RF0LE_0RD---_0RA1RC	open	no-period,too-many-params
1RB0LC_1LC0RF_1LD1RC_1LA0RE_1LB1RD_---0RD	open	no-period,too-many-params
